date,open,high,low,close,volume,Name,range,keithellison Vader Sentiment Score
2018-03-06,272.2101,272.2997,270.0985,271.7918,79213163,SPY,2.2011999999999716,-0.17406875
2018-03-05,266.6623,271.8017,266.5428,271.1045,97307387,SPY,5.258899999999983,0.039510000000000024
2018-03-02,264.74,268.6444,263.7639,268.0069,139083217,SPY,4.8805000000000405,0.10345714285714287
2018-03-01,270.3276,272.0806,264.9392,266.6324,176855077,SPY,7.141399999999976,0.10276999999999999
2018-02-28,274.5806,275.0886,270.2081,270.5667,121907767,SPY,4.880499999999984,0.17913333333333334
2018-02-27,277.0009,277.8077,273.2659,273.3356,99099165,SPY,4.541800000000023,-0.1589333333333333
2018-02-26,274.8296,276.9013,274.1623,276.7917,86491406,SPY,2.738999999999976,0.05496666666666667
2018-02-23,270.7061,273.6145,270.1683,273.6145,92766428,SPY,3.446200000000033,0.24989999999999998
2018-02-22,270.0189,271.9611,268.5647,269.3216,110511290,SPY,3.3963999999999714,-0.6152
2018-02-21,270.8157,273.6244,268.8635,268.973,98883740,SPY,4.760899999999992,-0.24077500000000002
2018-02-20,270.9451,272.5786,269.4212,270.3177,86369662,SPY,3.1573999999999955,0.09307692307692307
2018-02-16,271.234,274.222,271.1842,272.0208,160420135,SPY,3.0378000000000043,0.38080000000000014
2018-02-15,270.487,271.9511,267.6981,271.9412,111200286,SPY,4.252999999999986,0.10891874999999998
2018-02-14,263.2559,268.9232,263.246,268.5149,120735685,SPY,5.677200000000028,0.09853636363636363
2018-02-13,262.9173,265.5567,262.2599,264.9392,81223640,SPY,3.296799999999962,0.25344999999999995
2018-02-12,262.7778,265.9452,260.6209,264.2818,143735976,SPY,5.324299999999994,0.38608999999999993
2018-02-09,259.7599,262.5587,251.9114,260.4571,283565315,SPY,10.647300000000001,0.3381
2018-02-08,266.9412,267.1005,256.5627,256.6026,246449505,SPY,10.537800000000004,0.32147368421052624
2018-02-07,267.4292,271.2738,266.5129,266.6025,167376100,SPY,4.760899999999992,0.31850833333333334
2018-02-06,258.9034,268.6244,257.6683,268.0567,355026782,SPY,10.956099999999992,0.020522222222222244
2018-02-05,272.3595,274.7499,262.2599,262.8774,294681816,SPY,12.490000000000009,0.027941666666666656
2018-02-02,278.963,279.1124,274.3117,274.3515,173174790,SPY,4.800700000000006,-0.31095
2018-02-01,279.9491,281.9312,279.5606,280.4571,90102470,SPY,2.3705999999999676,0.02379375
2018-01-31,281.6025,282.1702,279.5606,280.7758,118948131,SPY,2.6096000000000004,0.06538666666666666
2018-01-30,281.473,283.6005,280.0985,280.6363,131796419,SPY,3.5020000000000095,-0.06554999999999998
2018-01-29,284.7897,285.2877,283.3654,283.5447,90118337,SPY,1.9222999999999502,-0.6597
2018-01-26,283.1164,285.4854,282.8276,285.4371,107743119,SPY,2.657800000000009,0.19584
2018-01-25,283.0268,283.1363,281.2788,282.1702,84587313,SPY,1.857500000000016,-0.042020000000000016
2018-01-24,282.8873,283.5646,280.716,282.0507,134816117,SPY,2.8485999999999763,0.27849999999999997
2018-01-23,281.6124,282.4889,281.2439,282.1602,97084700,SPY,1.2450000000000045,0.25145555555555554
2018-01-22,279.0527,281.5626,278.9929,281.5626,91322408,SPY,2.569699999999955,0.24749999999999997
2018-01-19,278.6842,279.2917,278.0268,279.2917,140920098,SPY,1.2649000000000115,0.08276363636363637
2018-01-18,278.3654,278.8435,277.469,278.0268,100728006,SPY,1.3745000000000118,0.30332857142857145
2018-01-17,276.9212,278.9332,275.8654,278.4949,113258799,SPY,3.067799999999977,0.12990714285714283
2018-01-16,278.236,278.973,275.0786,275.8654,106555142,SPY,3.8944000000000187,-0.08357499999999998
2018-01-12,275.3176,277.0009,274.9809,276.8117,90816076,SPY,2.019999999999982,0.15008125
2018-01-11,273.6543,275.0188,273.4651,275.0188,62361455,SPY,1.553699999999992,0.34926363636363633
2018-01-10,272.5886,273.3256,271.8316,273.0268,69574318,SPY,1.4940000000000282,0.44574545454545456
2018-01-09,273.3057,274.1523,272.988,273.4451,57253957,SPY,1.1643000000000256,-0.022816666666666662
2018-01-08,272.22,273.0069,271.8914,272.8276,57319192,SPY,1.1154999999999973,0.22996666666666668
2018-01-05,271.4232,272.469,270.8655,272.3296,83523995,SPY,1.6034999999999968,0.14393333333333333
2018-01-04,270.1185,271.0746,269.4658,270.5268,80636408,SPY,1.6087999999999738,-0.41497500000000004
2018-01-03,267.8874,269.5607,267.8874,269.3914,90070416,SPY,1.6732999999999834,0.12115454545454547
2018-01-02,266.7719,267.738,266.3336,267.6981,86655749,SPY,1.4044000000000096,0.2432
2017-12-29,267.4591,267.479,265.5766,265.7958,96007424,SPY,1.9024,0.743
2017-12-27,266.3137,266.6623,265.9452,266.2539,57750986,SPY,0.7171000000000163,0.536825
2017-12-26,265.985,266.3712,265.8207,266.1244,45244433,SPY,0.5504999999999995,0.2456125
2017-12-22,266.5428,266.5677,265.8356,266.4432,78720873,SPY,0.7321000000000026,0.337925
2017-12-21,266.6025,267.3147,266.234,266.5129,67032339,SPY,1.0807000000000357,0.18060714285714283
2017-12-20,267.1902,267.2599,265.6264,265.9651,76751500,SPY,1.6335000000000264,0.11814615384615383
2017-12-19,267.4143,267.4591,266.0248,266.1045,82382876,SPY,1.4342999999999506,0.3832266666666666
2017-12-18,266.991,267.5288,266.9113,267.1304,83653572,SPY,0.6175000000000068,-0.132575
2017-12-15,264.4412,265.975,264.3316,265.4472,144610290,SPY,1.6434000000000424,0.4785000000000001
2017-12-14,264.6755,264.8142,263.2088,263.2683,100666692,SPY,1.6054000000000315,0.14035384615384616
2017-12-13,264.6557,265.1512,264.2494,264.3485,102905409,SPY,0.901800000000037,0.25830740740740754
2017-12-12,264.1701,264.9133,263.9471,264.3782,85195750,SPY,0.9662000000000148,0.12218181818181825
2017-12-11,263.189,263.9818,263.0892,263.9124,83077533,SPY,0.8926000000000158,0.36949999999999994
2017-12-08,262.6043,263.1295,261.6544,263.1196,76563873,SPY,1.4750999999999976,0.3705333333333333
2017-12-07,260.7214,262.0494,260.5728,261.6926,77218569,SPY,1.476600000000019,0.460825
2017-12-06,260.5034,261.3557,260.3448,260.8701,75898566,SPY,1.0108999999999924,0.35263750000000005
2017-12-05,262.0494,262.7629,260.6719,260.8205,77994544,SPY,2.091000000000008,0.21591000000000005
2017-12-04,263.9124,264.398,261.7025,261.762,94040560,SPY,2.695500000000038,0.14450000000000002
2017-12-01,262.3764,262.9214,258.4124,262.0791,164390902,SPY,4.5090000000000146,0.11332000000000002
2017-11-30,261.3854,263.6548,261.2962,262.6241,127894389,SPY,2.358600000000024,0.028057894736842105
2017-11-29,260.6521,261.2566,259.8394,260.3448,77512102,SPY,1.4171999999999798,0.09842727272727272
2017-11-28,258.4124,260.5331,258.3083,260.5034,98971719,SPY,2.224800000000016,-0.032850000000000004
2017-11-27,258.0655,258.4025,257.6592,257.8872,52274922,SPY,0.7432999999999765,-0.07236666666666665
2017-11-24,257.9764,258.1349,257.8178,258.016,27856514,SPY,0.317100000000039,0.9524
2017-11-22,257.6592,257.8079,257.2331,257.4214,45033392,SPY,0.5748000000000388,0.13593333333333332
2017-11-21,256.8466,257.8574,255.9376,257.6493,69176799,SPY,1.9197999999999809,0.426675
2017-11-20,255.816,256.1975,255.5385,255.9745,48075514,SPY,0.6589999999999918,-0.25175
2017-11-17,255.8953,256.2602,255.4493,255.5385,75756833,SPY,0.8109000000000037,0.42473333333333335
2017-11-16,255.2016,256.7079,255.1568,256.2917,67777027,SPY,1.551099999999991,0.11446666666666665
2017-11-15,254.3097,254.9043,253.3286,254.1313,80811525,SPY,1.5757000000000119,0.20610714285714285
2017-11-14,255.0926,255.5286,254.2106,255.4097,61315152,SPY,1.318000000000012,0.0647923076923077
2017-11-13,254.9935,256.2619,254.9538,256.0043,50228648,SPY,1.3081000000000245,0.04947499999999998
2017-11-10,255.4097,255.9672,255.0529,255.7664,59984662,SPY,0.9142999999999972,0.42463333333333336
2017-11-09,255.4097,256.0637,254.052,255.8457,93981044,SPY,2.0116999999999905,0.155
2017-11-08,256.143,256.8863,255.8259,256.7773,50469579,SPY,1.0604000000000156,0.20238928571428572
2017-11-07,256.6385,257.0151,255.7664,256.3412,57502161,SPY,1.2487000000000137,-0.04190000000000001
2017-11-06,255.9745,256.6682,255.8953,256.5196,49652598,SPY,0.7729000000000212,0.28200000000000003
2017-11-03,255.4493,256.1727,254.9835,256.1232,59589730,SPY,1.189200000000028,0.31043333333333334
2017-11-02,255.0926,255.4295,253.8835,255.2709,56449535,SPY,1.5459999999999923,0.32086
2017-11-01,255.7169,256.1034,254.7556,255.1718,54202736,SPY,1.347800000000035,0.05333333333333334
2017-10-31,254.8646,255.1223,254.493,254.8349,60304781,SPY,0.6293000000000006,0.043200000000000016
2017-10-30,254.7556,255.2808,254.1016,254.4385,54285687,SPY,1.1792000000000087,0.024855555555555544
2017-10-27,254.161,255.5682,253.324,255.3899,85562544,SPY,2.244199999999978,0.29872
2017-10-26,253.6853,253.9926,253.1799,253.3187,69797972,SPY,0.8127000000000066,-0.17840999999999999
2017-10-25,253.8736,254.0025,251.7133,252.9916,103715291,SPY,2.289199999999994,0.31233684210526313
2017-10-24,254.2899,254.5178,253.8439,254.2502,66935910,SPY,0.6739000000000033,0.09366428571428571
2017-10-23,255.1619,255.1917,253.7151,253.8043,63915306,SPY,1.4765999999999906,0.25079999999999997
2017-10-20,254.389,254.825,253.4717,254.7953,89176377,SPY,1.3532999999999902,0.32867142857142856
2017-10-19,252.5358,253.5268,252.0601,253.4871,61903788,SPY,1.466700000000003,0.1906818181818182
2017-10-18,253.5962,253.6457,253.1998,253.4178,40888330,SPY,0.44589999999999463,-0.5719
2017-10-17,252.9322,253.2196,252.6844,253.17,31560964,SPY,0.5352000000000032,-0.10523333333333333
2017-10-16,252.9124,253.2097,252.5259,252.9916,38221675,SPY,0.6837999999999909,0.46645
2017-10-13,252.843,252.9718,252.3475,252.6547,54800435,SPY,0.6243000000000052,0.11728571428571431
2017-10-12,252.3673,252.7637,252.075,252.3475,47065144,SPY,0.6887000000000114,0.169075
2017-10-11,252.2187,252.7241,252.0304,252.7241,47674325,SPY,0.6937000000000069,0.22281818181818178
2017-10-10,252.3079,252.7538,251.6934,252.3277,43057363,SPY,1.0604000000000156,0.3721909090909091
2017-10-09,252.3376,252.407,251.3664,251.6637,35803138,SPY,1.040600000000012,0.3667142857142857
2017-10-06,251.8619,252.4077,251.5646,252.0799,80645998,SPY,0.8430999999999926,0.21922222222222226
2017-10-05,251.2574,252.3871,250.9165,252.3673,63522757,SPY,1.4705999999999904,0.02226470588235295
2017-10-04,250.4151,251.1583,250.2862,250.8808,55953619,SPY,0.872099999999989,-0.035109999999999975
2017-10-03,250.1871,250.6133,249.9592,250.5835,66810169,SPY,0.6540999999999997,0.3363777777777778
2017-10-02,249.2259,250.0484,249.0302,250.0484,59022985,SPY,1.018199999999979,0.11182499999999998
2017-09-29,248.0862,249.0574,247.8781,248.9682,85578002,SPY,1.179300000000012,0.12050000000000001
2017-09-28,247.4817,248.1853,247.3826,248.0961,44778841,SPY,0.8027000000000157,0.24072777777777776
2017-09-27,247.6304,248.2349,246.6294,247.7988,81001426,SPY,1.6055000000000064,0.19762307692307693
2017-09-26,247.1745,247.452,246.565,246.8376,54081959,SPY,0.8870000000000005,-0.2143111111111111
2017-09-25,246.9069,247.3065,245.8466,246.6889,57064357,SPY,1.4599000000000046,0.05073333333333334
2017-09-22,246.8078,247.3826,246.7781,247.1943,51214032,SPY,0.6045000000000016,0.12871333333333332
2017-09-21,247.6304,247.7295,246.9416,247.1448,48211398,SPY,0.7879000000000076,0.10412142857142857
2017-09-20,247.8186,247.9376,246.679,247.8087,59574083,SPY,1.2586000000000013,0.031799999999999995
2017-09-19,247.7493,247.8186,247.3529,247.7195,47108148,SPY,0.4656999999999982,0.18359999999999999
2017-09-18,247.3628,247.8682,247.0358,247.4718,46235238,SPY,0.8324000000000069,0.5502285714285714
2017-09-15,246.4511,247.0457,246.3321,246.9466,95432382,SPY,0.7136000000000138,0.24050769230769234
2017-09-14,246.3289,246.8417,246.1317,246.6149,95446349,SPY,0.710000000000008,-0.021356250000000014
2017-09-13,246.25,246.7332,246.1218,246.6938,59228002,SPY,0.6114000000000033,0.10348333333333334
2017-09-12,246.1613,246.6149,245.9542,246.5754,56896027,SPY,0.6607000000000198,0.013833333333333328
2017-09-11,244.5934,245.8359,244.5736,245.7471,71364848,SPY,1.2623000000000104,0.15503
2017-09-08,243.1142,243.6763,242.8775,243.1537,63832825,SPY,0.7988,0.17295714285714286
2017-09-07,243.8143,243.8341,242.9762,243.4396,58034730,SPY,0.8579000000000008,-0.034262500000000015
2017-09-06,243.41,243.8439,242.8085,243.4692,57916867,SPY,1.0353999999999814,-0.128625
2017-09-05,243.8242,244.0806,241.5463,242.6409,91398777,SPY,2.5343000000000018,-0.017261904761904763
2017-09-01,244.475,244.8793,244.2285,244.3961,62006989,SPY,0.6508000000000038,-0.05733333333333335
2017-08-31,243.2917,244.3271,242.6284,244.051,103803880,SPY,1.6987000000000023,0.18435625000000003
2017-08-30,241.428,242.8973,241.2209,242.5916,62030805,SPY,1.676400000000001,0.3294111111111111
2017-08-29,239.6826,241.7435,239.5544,241.4477,51135715,SPY,2.1891000000000247,-0.0919642857142857
2017-08-28,241.7632,241.7928,240.6983,241.1716,40565606,SPY,1.0945000000000107,0.09545
2017-08-25,241.497,242.1971,240.9941,241.1617,64445912,SPY,1.203000000000003,0.15967142857142855
2017-08-24,241.5956,241.7731,240.363,240.5996,50741671,SPY,1.4101,0.25833636363636364
2017-08-23,240.9349,241.6449,240.7673,241.1617,50203837,SPY,0.877600000000001,0.17149
2017-08-22,240.1855,242.207,240.1658,242.0295,63140101,SPY,2.0412000000000035,0.09951666666666666
2017-08-21,239.2684,239.8206,238.4697,239.5248,65469736,SPY,1.3509000000000242,0.12101538461538461
2017-08-18,239.5248,240.7959,238.8345,239.3374,136747986,SPY,1.9613999999999976,0.14031999999999997
2017-08-17,242.8184,243.1734,239.7122,239.7122,128490396,SPY,3.461199999999991,0.05599166666666666
2017-08-16,243.6763,244.1299,243.0255,243.5087,56715544,SPY,1.1043999999999983,0.08912142857142859
2017-08-15,243.5481,243.5678,242.7395,243.0846,55242746,SPY,0.8283000000000129,0.10160454545454546
2017-08-14,242.1774,243.3607,242.138,243.1142,73291919,SPY,1.2227000000000032,0.15338000000000002
2017-08-11,240.6292,241.3984,240.363,240.7278,74869947,SPY,1.0354000000000099,0.2720375
2017-08-10,242.8677,243.0156,240.3137,240.3728,120479470,SPY,2.701899999999995,0.1163
2017-08-09,243.0452,243.8735,242.6409,243.8143,62632619,SPY,1.2326000000000192,0.4201
2017-08-08,244.0707,245.4513,243.4002,243.8242,61719353,SPY,2.051099999999991,-0.0814470588235294
2017-08-07,244.051,244.4257,243.9327,244.4257,31995021,SPY,0.492999999999995,0.25431538461538467
2017-08-04,244.0806,244.3468,243.5382,243.9721,60191838,SPY,0.8086000000000126,0.19497666666666671
2017-08-03,243.8735,243.9031,243.2128,243.5284,40855997,SPY,0.6903000000000077,0.1845272727272727
2017-08-02,244.0313,244.1595,242.9466,244.0017,47211216,SPY,1.212900000000019,-0.04862352941176472
2017-08-01,244.0214,244.0609,243.2878,243.8834,55050401,SPY,0.7730999999999995,-0.122875
2017-07-31,243.9327,244.0411,243.1043,243.341,65838659,SPY,0.9368000000000052,0.6369
2017-07-28,243.2227,243.627,242.7099,243.4791,50088359,SPY,0.9171000000000049,-0.07016666666666665
2017-07-27,244.5145,244.5539,242.2662,243.765,70766568,SPY,2.287700000000001,0.15361764705882355
2017-07-26,244.3074,244.3468,243.696,243.9918,47575422,SPY,0.6508000000000038,-0.20228000000000002
2017-07-25,244.2384,244.3567,243.7256,243.982,54915591,SPY,0.6311000000000035,0.11553999999999999
2017-07-24,243.3607,243.5481,242.8578,243.3903,46622256,SPY,0.6903000000000077,0.15563333333333332
2017-07-21,243.0156,243.4791,242.7592,243.4495,88711019,SPY,0.7198999999999955,0.1635727272727273
2017-07-20,243.8439,243.982,243.0452,243.6664,47135183,SPY,0.9368000000000052,-0.12362666666666668
2017-07-19,242.6014,243.5678,242.5916,243.558,51034260,SPY,0.9762000000000057,0.1808875
2017-07-18,241.6548,242.3056,241.2702,242.2464,42742498,SPY,1.0354000000000099,-0.032260000000000004
2017-07-17,242.0591,242.493,241.921,242.1182,33531917,SPY,0.5720000000000027,0.19823333333333337
2017-07-14,241.0335,242.5521,240.9152,242.1478,60262692,SPY,1.6368999999999971,0.06881515151515152
2017-07-13,240.6292,241.1519,240.3728,241.0237,39471637,SPY,0.7790999999999997,0.227025
2017-07-12,239.9192,240.8067,239.9192,240.6194,59610405,SPY,0.887500000000017,0.21444615384615387
2017-07-11,238.7951,239.1797,237.5033,238.8247,50354614,SPY,1.676400000000001,0.11143529411764705
2017-07-10,238.588,239.4262,238.4006,239.0022,36663274,SPY,1.0255999999999972,0.26025
2017-07-07,237.8583,238.9134,237.2217,238.7458,57972268,SPY,1.6916999999999973,0.05362666666666668
2017-07-06,238.5288,238.6669,237.0004,237.2074,66115317,SPY,1.666499999999985,-0.07119047619047619
2017-07-05,239.2585,239.6333,238.3415,239.3966,54427596,SPY,1.291799999999995,0.3794538461538461
2017-07-03,239.5051,239.9981,238.8444,238.8444,39153806,SPY,1.1536999999999864,0.44867272727272733
2017-06-30,238.9134,239.3374,238.2182,238.4401,86820694,SPY,1.1192000000000064,0.2083676470588236
2017-06-29,240.2742,240.3334,236.6207,237.9963,106949719,SPY,3.7127000000000123,0.39028
2017-06-28,239.1303,240.3285,238.8641,240.1066,70042599,SPY,1.4643999999999835,0.23312499999999997
2017-06-27,239.6628,239.9981,237.9569,237.9766,82247666,SPY,2.0412000000000035,0.14029999999999995
2017-06-26,240.5109,240.9842,239.6678,239.9094,56700477,SPY,1.3163999999999874,0.29494545454545446
2017-06-23,239.5346,240.1263,239.1008,239.7516,66986801,SPY,1.0254999999999939,0.006386666666666644
2017-06-22,239.584,240.146,239.2684,239.4656,44148059,SPY,0.8775999999999726,0.3398857142857143
2017-06-21,240.0376,240.2052,239.0416,239.5741,55977569,SPY,1.1636000000000024,0.05250909090909092
2017-06-20,240.856,240.8659,239.6135,239.6333,56906368,SPY,1.2524000000000228,-0.12760000000000002
2017-06-19,240.2052,241.3294,240.0967,241.2603,65123802,SPY,1.2326999999999941,0.17195000000000002
2017-06-16,239.3966,239.4558,238.2761,239.2684,84553097,SPY,1.1796999999999969,0.02561249999999996
2017-06-15,238.1465,239.3535,237.8325,239.2161,66464888,SPY,1.5209999999999866,0.11247692307692306
2017-06-14,240.2858,240.2956,238.7451,239.6773,78602311,SPY,1.5504999999999995,0.45625000000000004
2017-06-13,239.4222,240.0404,239.0296,239.9816,60066953,SPY,1.0108000000000175,0.05795000000000001
2017-06-12,238.5881,238.8727,237.8521,238.8138,86108102,SPY,1.0206000000000017,-0.06864285714285716
2017-06-09,239.5301,240.433,237.4301,238.8628,132256362,SPY,3.0028999999999826,-0.0006000000000000018
2017-06-08,239.2161,239.7657,238.6273,239.2259,65950691,SPY,1.1384000000000185,-0.10670909090909088
2017-06-07,239.0493,239.3633,238.2937,239.1082,54144311,SPY,1.0696000000000083,0.19516153846153844
2017-06-06,238.7942,239.4222,238.5783,238.6666,50375430,SPY,0.8438999999999908,0.4849076923076923
2017-06-05,239.4124,239.7362,239.2063,239.432,44698825,SPY,0.5298999999999978,0.35760909090909093
2017-06-02,238.8727,239.7853,238.539,239.6087,88666128,SPY,1.2463000000000193,0.11523529411764706
2017-06-01,237.4498,238.8334,237.1259,238.8138,68962024,SPY,1.7075000000000102,0.025541666666666657
2017-05-31,237.3222,237.3614,236.1446,236.9297,91796016,SPY,1.2168000000000063,-0.015028571428571431
2017-05-30,236.8315,237.2731,236.6549,236.9885,35201897,SPY,0.6182000000000016,0.15945555555555557
2017-05-25,236.6941,237.5577,236.4586,237.2437,64071661,SPY,1.0991000000000213,-0.046517647058823525
2017-05-24,235.8306,236.2329,235.4479,236.1152,49181099,SPY,0.7849999999999966,-0.030727272727272714
2017-05-23,235.4675,235.7521,235.0357,235.5656,48341683,SPY,0.7164000000000215,0.034600000000000006
2017-05-22,234.4371,235.232,234.3586,235.0455,61010602,SPY,0.8734000000000037,0.20402
